Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.297593800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 647 */ '22271031891' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.301591600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 648 */ '22270915077' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.304589200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 649 */ '22270923065' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.306589 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 650 */ '22270933303' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.309587200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 651 */ '22270815075' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.313585600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 652 */ '22270827840' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.315583200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 653 */ '22270836919' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.318581 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 654 */ '22270717692' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.320580100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 655 */ '22270721047' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.323577300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 656 */ '22270738210' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.325578200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 657 */ '22270612933' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.328574400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 658 */ '22270621730' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.330573200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 659 */ '22270636565' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.332573 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 660 */ '22270511902' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.334570900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 661 */ '22270520131' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.337568800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 662 */ '22270530257' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.339569 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 663 */ '22270411477' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.341566700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 664 */ '22270428104' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.344566 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 665 */ '22270435283' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.347563600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 666 */ '22270310985' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.349562 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 667 */ '22270326974' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.352559800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 668 */ '22270335184' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.354558600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 669 */ '22270218484' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.357556400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 670 */ '22270223670' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.360555100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 671 */ '22270237304' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.362553600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 672 */ '22270115666' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.365552300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 673 */ '22270122133' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.367550100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 674 */ '22270132991' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.371548300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 675 */ '22263015660' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.387539 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 676 */ '22263024904' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.397532100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 677 */ '22263032301' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.400531800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 678 */ '22262911322' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.404527700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 679 */ '22262921831' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.407526700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 680 */ '22262935455' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.410523700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 681 */ '22262810747' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.412522300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 682 */ '22262823853' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.415522 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 683 */ '22262835263' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.417519500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 684 */ '22262714791' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.420517600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 685 */ '22262728568' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.422516700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 686 */ '22262738159' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.425514100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 687 */ '22262617589' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.427515 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 688 */ '22262625163' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.429511900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 689 */ '22262630570' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.432509900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 690 */ '22262516592' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.434508300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 691 */ '22262522079' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.437506700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 692 */ '22262536232' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.440505800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 693 */ '22262410580' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.443503300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 694 */ '22262429342' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.448501200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 695 */ '22262434802' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.451497900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 696 */ '22262310615' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.454496500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 697 */ '22262320084' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.456495 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 698 */ '22262330512' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.459493100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 699 */ '22262217330' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.461491300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 700 */ '22262227300' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.463490200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 701 */ '22262238843' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
